"school","sex","age","address","famsize","parent_status","mother_edu","father_edu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","weekday_alcohol_consume","weekend_alcohol_consume","health","absences","first_period_grade","second_period_grade","final_grade","subject","avg_grade","performance","absence_level","parent_edu"
"GP","Male",16,"Urban","Small","Together","1","1","other","other","home","mother",2,"Medium","0","no","yes","yes","no","yes","yes","yes","no","3","4","2","1","1","5",18,9,7,6,"Math",7.33,"Low","High",2
"GP","Male",16,"Urban","Large","Together","3","2","at_home","other","reputation","mother",2,"High","0","no","no","no","yes","yes","yes","yes","yes","5","3","3","1","3","2",10,11,9,10,"Math",10,"Medium","Moderate",3.5
"GP","Male",17,"Urban","Small","Together","2","2","other","other","home","father",1,"Medium","0","no","no","yes","yes","no","yes","yes","yes","4","4","2","5","5","4",4,14,13,13,"Math",13.33,"Medium","Low",3
"GP","Female",16,"Urban","Large","Together","2","1","other","other","home","mother",1,"Low","0","no","no","no","no","yes","yes","yes","yes","4","5","2","1","1","5",20,13,12,12,"Math",12.33,"Medium","High",2.5
"GP","Female",17,"Rural","Large","Together","2","1","at_home","services","course","mother",3,"Medium","0","no","no","no","yes","yes","yes","no","no","2","1","1","1","1","3",2,13,11,11,"Math",11.67,"Medium","Low",2.5
"GP","Male",18,"Urban","Large","Together","2","2","other","services","reputation","father",1,"Medium","1","no","no","no","no","yes","no","yes","no","5","5","4","3","5","2",0,7,7,0,"Math",4.67,"Low","None",3
"GP","Male",17,"Urban","Small","Together","4","3","health","other","course","mother",2,"Medium","0","no","no","no","yes","yes","yes","yes","yes","2","5","5","1","4","5",14,12,12,12,"Math",12,"Medium","Moderate",4.5
"GP","Male",17,"Rural","Small","Apart","4","4","teacher","other","course","mother",2,"Medium","0","no","yes","yes","no","yes","yes","yes","no","3","3","3","2","3","4",2,10,11,12,"Math",11,"Medium","Low",5
"GP","Male",16,"Urban","Small","Together","4","3","teacher","other","course","mother",1,"Low","0","no","no","no","yes","no","yes","yes","no","5","4","5","1","1","3",0,6,0,0,"Math",2,"Low","None",4.5
"GP","Male",16,"Urban","Large","Together","4","4","services","services","course","mother",1,"Low","0","no","no","no","yes","yes","yes","yes","no","5","3","2","1","2","5",0,13,12,12,"Math",12.33,"Medium","None",5
"GP","Female",18,"Urban","Large","Together","2","1","other","other","course","other",2,"High","0","no","yes","yes","no","no","yes","yes","yes","4","4","4","1","1","3",0,7,0,0,"Math",2.33,"Low","None",2.5
"GP","Male",16,"Urban","Large","Together","2","1","other","other","course","mother",3,"Low","0","no","no","no","no","yes","yes","yes","no","4","3","3","1","1","4",6,18,18,18,"Math",18,"High","Moderate",2.5
"GP","Male",17,"Urban","Large","Together","2","3","other","other","course","father",2,"Low","0","no","no","no","no","yes","yes","yes","no","5","2","2","1","1","2",4,12,12,13,"Math",12.33,"Medium","Low",3.5
"GP","Male",22,"Urban","Large","Together","3","1","services","services","other","mother",1,"Low","3","no","no","no","no","no","no","yes","yes","5","4","5","5","5","1",16,6,8,8,"Math",7.33,"Low","High",3
"GP","Male",18,"Rural","Small","Together","3","3","other","services","course","mother",1,"Medium","1","no","yes","no","no","yes","yes","yes","yes","4","3","3","1","3","5",8,3,5,5,"Math",4.33,"Low","Moderate",4
"GP","Male",16,"Urban","Large","Together","0","2","other","other","other","mother",1,"Low","0","no","no","yes","no","no","yes","yes","no","4","3","2","2","4","5",0,13,15,15,"Math",14.33,"High","None",2
"GP","Male",18,"Urban","Large","Together","3","2","services","other","course","mother",2,"Low","1","no","no","no","no","yes","no","yes","no","4","4","5","2","4","5",0,6,8,8,"Math",7.33,"Low","None",3.5
"GP","Male",16,"Urban","Large","Together","3","3","at_home","other","reputation","other",3,"Medium","0","yes","yes","no","no","no","yes","yes","no","5","3","3","1","3","2",6,7,10,10,"Math",9,"Medium","Moderate",4
"GP","Male",18,"Urban","Large","Together","2","1","services","services","other","mother",1,"Low","1","no","no","no","no","no","no","yes","no","3","2","5","2","5","5",4,6,9,8,"Math",7.67,"Low","Low",2.5
"GP","Male",16,"Rural","Large","Together","2","1","other","other","course","mother",2,"Low","0","no","no","no","yes","no","yes","no","no","3","3","2","1","3","3",0,8,9,8,"Math",8.33,"Low","None",2.5
"GP","Male",17,"Rural","Large","Together","2","1","other","other","course","mother",1,"Low","0","no","no","no","no","no","yes","yes","no","4","4","2","2","4","5",0,8,12,12,"Math",10.67,"Medium","None",2.5
"GP","Male",17,"Urban","Small","Together","1","1","health","other","course","mother",2,"Low","1","no","yes","no","yes","yes","yes","yes","no","4","4","4","1","2","5",2,7,9,8,"Math",8,"Low","Low",2
"GP","Female",17,"Urban","Small","Together","4","2","teacher","services","reputation","mother",1,"Very High","0","no","yes","yes","yes","yes","yes","yes","no","4","2","3","1","1","4",6,14,12,13,"Math",13,"Medium","Moderate",4
"GP","Male",19,"Urban","Small","Apart","4","3","services","at_home","reputation","mother",1,"Medium","0","no","yes","no","no","yes","yes","yes","no","4","3","1","1","1","1",12,11,11,11,"Math",11,"Medium","Moderate",4.5
"GP","Male",18,"Urban","Large","Together","2","1","other","other","home","mother",1,"Medium","0","no","no","no","yes","yes","yes","yes","no","5","2","4","1","2","4",8,15,14,14,"Math",14.33,"Medium","Moderate",2.5
"GP","Female",17,"Urban","Small","Together","2","2","services","services","course","father",1,"Very High","0","no","no","yes","yes","yes","yes","yes","yes","3","4","1","1","1","2",0,10,9,0,"Math",6.33,"Low","None",3
"GP","Female",18,"Urban","Large","Together","4","3","services","other","home","father",1,"Medium","0","no","yes","yes","no","yes","yes","yes","yes","3","1","2","1","3","2",21,17,18,18,"Math",17.67,"High","High",4.5
"GP","Male",18,"Urban","Large","Together","4","3","teacher","other","course","mother",1,"Medium","0","no","yes","yes","no","no","yes","yes","no","4","3","2","1","1","3",2,8,8,8,"Math",8,"Low","Low",4.5
"GP","Male",18,"Rural","Large","Together","3","2","other","other","course","mother",1,"High","0","no","no","no","yes","no","yes","no","no","5","3","2","1","1","3",1,13,12,12,"Math",12.33,"Medium","Low",3.5
"GP","Female",17,"Urban","Large","Together","3","3","other","other","home","mother",1,"High","0","no","no","no","yes","no","yes","no","no","3","2","3","1","1","4",4,10,9,9,"Math",9.33,"Low","Low",4
"GP","Female",18,"Urban","Large","Together","2","2","at_home","services","home","mother",1,"High","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","3","1","1","3",0,9,10,0,"Math",6.33,"Low","None",3
"GP","Male",18,"Rural","Small","Apart","3","4","other","other","reputation","mother",2,"Medium","0","no","yes","yes","yes","yes","yes","yes","no","4","2","5","3","4","1",13,17,17,17,"Math",17,"High","Moderate",4.5
"GP","Male",17,"Urban","Large","Together","3","1","services","other","other","mother",1,"Medium","0","no","no","yes","yes","yes","yes","yes","yes","5","4","4","3","4","5",2,9,9,10,"Math",9.33,"Medium","Low",3
"GP","Female",18,"Rural","Large","Together","4","4","teacher","other","reputation","mother",2,"Medium","0","no","no","yes","yes","yes","yes","yes","no","4","3","4","2","2","4",8,12,10,11,"Math",11,"Medium","Moderate",5
"GP","Male",18,"Urban","Large","Together","4","2","health","other","reputation","father",1,"Medium","0","no","yes","yes","yes","yes","yes","yes","yes","5","4","5","1","3","5",10,10,9,10,"Math",9.67,"Medium","Moderate",4
"GP","Female",18,"Rural","Large","Together","2","1","other","other","reputation","mother",2,"Medium","0","no","yes","no","no","yes","no","yes","yes","4","3","5","1","2","3",0,6,0,0,"Math",2,"Low","None",2.5
"GP","Female",19,"Urban","Large","Together","3","3","other","services","home","other",1,"Medium","2","no","yes","yes","yes","yes","yes","yes","no","4","3","5","3","3","5",15,9,9,9,"Math",9,"Low","Moderate",4
"GP","Female",18,"Urban","Large","Together","2","3","other","services","reputation","father",1,"Very High","0","no","yes","yes","yes","yes","yes","yes","yes","4","5","5","1","3","2",4,15,14,14,"Math",14.33,"Medium","Low",3.5
"GP","Female",18,"Urban","Small","Together","1","1","other","other","home","mother",2,"Medium","0","no","yes","yes","no","no","yes","no","no","4","4","3","1","1","3",2,11,11,11,"Math",11,"Medium","Low",2
"GP","Male",17,"Rural","Large","Together","1","2","at_home","at_home","home","mother",1,"Medium","0","no","yes","yes","yes","no","yes","no","yes","3","5","2","2","2","1",2,15,14,14,"Math",14.33,"Medium","Low",2.5
"GP","Female",17,"Urban","Large","Together","2","4","at_home","health","reputation","mother",2,"Medium","0","no","yes","yes","no","yes","yes","yes","yes","4","3","3","1","1","1",2,10,10,10,"Math",10,"Medium","Low",4
"GP","Female",17,"Urban","Small","Together","2","2","services","other","course","mother",2,"Medium","0","yes","yes","yes","no","yes","yes","yes","yes","4","4","4","2","3","5",6,12,12,12,"Math",12,"Medium","Moderate",3
"GP","Female",18,"Rural","Large","Apart","3","2","other","services","home","mother",2,"Medium","0","no","no","no","no","no","no","yes","yes","4","1","1","1","1","5",75,10,9,9,"Math",9.33,"Low","High",3.5
"GP","Male",18,"Urban","Large","Together","4","4","teacher","services","home","mother",2,"Low","0","no","no","yes","yes","yes","yes","yes","no","3","2","4","1","4","3",22,9,9,9,"Math",9,"Low","High",5
"GP","Female",18,"Urban","Large","Together","4","4","health","health","reputation","father",1,"Medium","1","yes","yes","no","yes","yes","yes","yes","yes","2","4","4","1","1","4",15,9,8,8,"Math",8.33,"Low","Moderate",5
"GP","Male",18,"Urban","Small","Together","4","3","teacher","services","course","mother",2,"Low","0","no","no","yes","yes","yes","yes","yes","no","4","2","3","1","2","1",8,10,11,10,"Math",10.33,"Medium","Moderate",4.5
"GP","Male",17,"Urban","Small","Apart","4","1","services","other","home","mother",2,"Low","0","no","no","yes","yes","yes","yes","yes","yes","4","5","4","2","4","5",30,8,8,8,"Math",8,"Low","High",3.5
"GP","Male",17,"Urban","Small","Apart","3","2","teacher","services","home","mother",1,"Low","1","no","no","no","no","yes","yes","yes","no","4","4","4","3","4","3",19,11,9,10,"Math",10,"Medium","High",3.5
"GP","Female",18,"Rural","Small","Together","1","1","at_home","other","reputation","mother",2,"Very High","0","no","yes","yes","yes","yes","yes","no","no","5","2","2","1","1","3",1,12,12,12,"Math",12,"Medium","Low",2
"GP","Female",18,"Urban","Large","Together","1","1","other","other","home","mother",2,"Medium","0","yes","no","no","yes","yes","yes","yes","no","5","4","4","1","1","4",4,8,9,10,"Math",9,"Medium","Low",2
"GP","Female",17,"Urban","Large","Together","2","2","other","other","course","mother",1,"Medium","0","no","yes","no","no","no","yes","yes","no","5","4","5","1","2","5",4,10,9,11,"Math",10,"Medium","Low",3
"GP","Male",17,"Urban","Large","Together","1","1","other","other","reputation","father",1,"Medium","0","no","no","yes","no","no","yes","yes","no","4","3","3","1","2","4",2,12,10,11,"Math",11,"Medium","Low",2
"GP","Female",18,"Urban","Large","Together","2","2","at_home","at_home","other","mother",1,"High","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","2","2",5,18,18,19,"Math",18.33,"High","Low",3
"GP","Female",17,"Urban","Large","Together","1","1","services","teacher","reputation","mother",1,"High","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","1","3",6,13,12,12,"Math",12.33,"Medium","Moderate",2
"GP","Male",18,"Urban","Large","Together","2","1","services","services","reputation","mother",1,"High","0","no","no","yes","yes","yes","yes","yes","no","4","2","4","1","3","2",6,15,14,14,"Math",14.33,"Medium","Moderate",2.5
"GP","Male",18,"Urban","Small","Apart","4","4","teacher","teacher","reputation","mother",1,"Medium","0","no","yes","yes","yes","yes","yes","yes","no","5","4","3","1","1","2",9,15,13,15,"Math",14.33,"High","Moderate",5
"GP","Male",18,"Urban","Large","Together","4","2","teacher","other","home","mother",1,"Medium","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","2","1","4","5",11,12,11,11,"Math",11.33,"Medium","Moderate",4
"GP","Female",17,"Urban","Large","Together","4","3","health","services","reputation","mother",1,"High","0","no","yes","yes","no","yes","yes","yes","no","4","2","2","1","2","3",0,15,15,15,"Math",15,"High","None",4.5
"GP","Female",18,"Urban","Small","Together","2","1","services","at_home","reputation","mother",1,"Medium","1","no","no","no","no","yes","yes","yes","yes","5","4","3","1","1","5",12,12,12,13,"Math",12.33,"Medium","Moderate",2.5
"GP","Female",17,"Rural","Small","Together","3","1","services","other","reputation","mother",2,"Very High","0","no","yes","yes","no","yes","yes","no","no","3","1","2","1","1","3",6,18,18,18,"Math",18,"High","Moderate",3
"GP","Male",18,"Rural","Small","Together","3","2","services","other","reputation","mother",2,"High","0","no","yes","yes","yes","yes","yes","yes","no","5","4","2","1","1","4",8,14,13,14,"Math",13.67,"Medium","Moderate",3.5
"GP","Male",17,"Urban","Large","Together","3","3","health","other","home","mother",1,"Low","0","no","yes","yes","no","yes","yes","yes","no","4","4","3","1","3","5",4,14,12,11,"Math",12.33,"Medium","Low",4
"GP","Female",19,"Urban","Large","Together","4","4","health","other","reputation","other",2,"Medium","0","no","yes","yes","yes","yes","yes","yes","no","2","3","4","2","3","2",0,10,9,0,"Math",6.33,"Low","None",5
"GP","Female",18,"Urban","Small","Together","4","3","other","other","home","other",2,"Medium","0","no","yes","yes","no","yes","yes","yes","yes","4","4","5","1","2","2",10,10,8,8,"Math",8.67,"Low","Moderate",4.5
"GP","Female",18,"Urban","Large","Together","4","3","other","other","reputation","father",1,"Very High","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","1","3",0,14,13,14,"Math",13.67,"Medium","None",4.5
"GP","Male",18,"Urban","Small","Together","4","4","teacher","teacher","home","mother",1,"Low","0","no","yes","yes","no","yes","yes","yes","yes","1","4","2","2","2","1",5,16,15,16,"Math",15.67,"High","Low",5
"GP","Female",18,"Urban","Small","Apart","4","4","health","other","home","mother",1,"Medium","0","no","yes","no","no","yes","yes","yes","yes","4","2","4","1","1","4",14,12,10,11,"Math",11,"Medium","Moderate",5
"GP","Male",17,"Urban","Small","Together","4","4","other","teacher","home","father",2,"Low","0","no","no","yes","no","yes","yes","yes","no","4","1","1","2","2","5",0,11,11,10,"Math",10.67,"Medium","None",5
"GP","Female",17,"Urban","Large","Together","4","2","other","other","reputation","mother",2,"High","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","1","1","3",0,15,12,14,"Math",13.67,"Medium","None",4
"GP","Female",17,"Urban","Large","Together","3","2","health","health","reputation","father",1,"Very High","0","no","yes","yes","yes","no","yes","yes","no","5","2","2","1","2","5",0,17,17,18,"Math",17.33,"High","None",3.5
"GP","Male",19,"Urban","Large","Together","3","3","other","other","home","other",1,"Medium","1","no","yes","no","yes","yes","yes","yes","yes","4","4","4","1","1","3",20,15,14,13,"Math",14,"Medium","High",4
"GP","Female",18,"Urban","Large","Together","2","4","services","at_home","reputation","other",1,"Medium","1","no","yes","yes","yes","yes","yes","yes","no","4","4","3","1","1","3",8,14,12,12,"Math",12.67,"Medium","Moderate",4
"GP","Male",20,"Urban","Large","Apart","3","2","services","other","course","other",1,"Low","0","no","no","no","yes","yes","yes","no","no","5","5","3","1","1","5",0,17,18,18,"Math",17.67,"High","None",3.5
"GP","Male",19,"Urban","Large","Together","4","4","teacher","services","reputation","other",2,"Low","1","no","yes","yes","no","yes","yes","yes","yes","4","3","4","1","1","4",38,8,9,8,"Math",8.33,"Low","High",5
"GP","Male",19,"Rural","Large","Together","3","3","other","services","reputation","father",1,"Medium","1","no","no","no","yes","yes","yes","no","yes","4","5","3","1","2","5",0,15,12,12,"Math",13,"Medium","None",4
"GP","Female",19,"Urban","Small","Together","1","1","at_home","other","reputation","other",1,"Medium","1","yes","yes","no","yes","no","yes","yes","no","4","4","3","1","3","3",18,12,10,10,"Math",10.67,"Medium","High",2
"GP","Female",19,"Urban","Small","Together","1","2","services","services","home","other",1,"Medium","1","no","no","no","yes","no","yes","no","yes","4","2","4","2","2","3",0,9,9,0,"Math",6,"Low","None",2.5
"GP","Female",19,"Urban","Large","Together","2","1","at_home","other","other","other",3,"Medium","0","no","yes","no","no","yes","no","yes","yes","3","4","1","1","1","2",20,14,12,13,"Math",13,"Medium","High",2.5
"GP","Male",19,"Urban","Large","Together","1","2","other","services","course","other",1,"Medium","1","no","no","no","no","no","yes","yes","no","4","5","2","2","2","4",3,13,11,11,"Math",11.67,"Medium","Low",2.5
"GP","Female",19,"Urban","Small","Together","3","2","services","other","reputation","other",2,"Medium","1","no","yes","yes","no","no","yes","yes","yes","4","2","2","1","2","1",22,13,10,11,"Math",11.33,"Medium","High",3.5
"GP","Female",19,"Urban","Large","Together","1","1","at_home","health","home","other",1,"High","2","no","no","no","no","no","yes","yes","yes","4","1","2","1","1","3",14,15,13,13,"Math",13.67,"Medium","Moderate",2
"GP","Female",19,"Rural","Large","Together","2","3","other","other","reputation","other",1,"High","1","no","no","no","no","yes","yes","yes","yes","4","1","2","1","1","3",40,13,11,11,"Math",11.67,"Medium","High",3.5
"GP","Female",18,"Urban","Large","Together","2","1","services","other","course","mother",2,"Medium","0","no","yes","yes","yes","yes","yes","yes","no","5","3","3","1","2","1",0,8,8,0,"Math",5.33,"Low","None",2.5
"GP","Female",18,"Urban","Large","Together","4","3","other","other","course","mother",1,"High","0","no","yes","yes","yes","yes","yes","yes","yes","4","3","4","1","1","5",9,9,10,9,"Math",9.33,"Low","Moderate",4.5
"GP","Female",17,"Rural","Large","Together","3","4","at_home","services","course","father",1,"High","0","no","yes","yes","yes","no","yes","yes","no","4","3","4","2","5","5",0,11,11,10,"Math",10.67,"Medium","None",4.5
"GP","Female",18,"Urban","Large","Together","4","4","teacher","other","course","mother",1,"Medium","0","no","yes","yes","no","yes","yes","yes","no","4","4","4","3","3","5",2,11,11,11,"Math",11,"Medium","Low",5
"GP","Female",17,"Urban","Large","Apart","4","3","services","services","course","mother",1,"Medium","0","no","yes","yes","no","yes","yes","yes","yes","5","2","2","1","2","5",23,13,13,13,"Math",13,"Medium","High",4.5
"GP","Female",17,"Urban","Large","Together","2","2","other","other","course","mother",1,"Medium","0","no","yes","no","no","yes","yes","no","yes","4","2","2","1","1","3",12,11,9,9,"Math",9.67,"Low","Moderate",3
"GP","Female",17,"Rural","Small","Together","2","2","services","services","course","mother",1,"High","0","no","yes","yes","yes","yes","yes","yes","no","3","3","2","2","2","3",3,11,11,11,"Math",11,"Medium","Low",3
"GP","Female",17,"Urban","Large","Together","3","1","services","services","course","father",1,"High","0","no","yes","no","no","no","yes","yes","no","3","4","3","2","3","5",1,12,14,15,"Math",13.67,"High","Low",3
"GP","Female",17,"Urban","Small","Together","0","2","at_home","at_home","home","father",2,"High","0","no","no","no","no","yes","yes","yes","no","3","3","3","2","3","2",0,16,15,15,"Math",15.33,"High","None",2
"GP","Male",18,"Urban","Large","Together","4","4","other","other","course","mother",1,"High","0","no","no","no","yes","yes","yes","yes","no","4","3","3","2","2","3",3,9,12,11,"Math",10.67,"Medium","Low",5
"GP","Male",17,"Urban","Large","Together","3","3","other","services","reputation","mother",1,"Low","0","no","no","no","yes","no","yes","yes","no","4","3","5","3","5","5",3,14,15,16,"Math",15,"High","Low",4
"GP","Male",17,"Rural","Large","Together","2","2","services","other","course","mother",4,"Low","0","no","yes","no","no","yes","yes","yes","no","4","4","5","5","5","4",8,11,10,10,"Math",10.33,"Medium","Moderate",3
"GP","Female",17,"Urban","Large","Together","4","4","teacher","services","course","mother",1,"High","0","no","yes","yes","yes","yes","yes","yes","no","5","4","4","1","3","4",7,10,9,9,"Math",9.33,"Low","Moderate",5
"GP","Female",17,"Urban","Large","Together","4","4","teacher","teacher","course","mother",2,"High","0","no","yes","yes","no","no","yes","yes","yes","4","3","3","1","2","4",4,14,14,14,"Math",14,"Medium","Low",5
"GP","Male",18,"Urban","Small","Together","2","2","other","other","course","mother",1,"Very High","0","no","yes","no","yes","yes","yes","yes","no","4","5","5","2","4","5",2,9,8,8,"Math",8.33,"Low","Low",3
"GP","Female",17,"Rural","Large","Together","2","4","at_home","other","course","father",1,"High","0","no","yes","no","no","yes","yes","yes","yes","4","4","3","1","1","5",7,12,14,14,"Math",13.33,"Medium","Moderate",4
"GP","Female",18,"Urban","Large","Together","3","3","services","services","home","mother",1,"Medium","0","no","no","no","yes","yes","yes","yes","no","5","3","4","1","1","4",0,7,0,0,"Math",2.33,"Low","None",4
"GP","Female",18,"Urban","Small","Together","2","2","other","other","home","other",1,"Medium","0","no","no","no","yes","no","yes","yes","yes","4","3","3","1","1","2",0,8,8,0,"Math",5.33,"Low","None",3
"GP","Female",18,"Rural","Large","Together","2","2","at_home","other","course","mother",2,"Very High","0","no","no","no","yes","yes","yes","no","no","4","4","4","1","1","4",0,10,9,0,"Math",6.33,"Low","None",3
"GP","Female",17,"Urban","Large","Together","3","4","services","other","course","mother",1,"High","0","no","no","no","no","yes","yes","yes","no","4","4","5","1","3","5",16,16,15,15,"Math",15.33,"High","High",4.5
"GP","Female",19,"Rural","Large","Apart","3","1","services","at_home","home","other",1,"High","1","no","no","yes","no","yes","yes","no","no","5","4","3","1","2","5",12,14,13,13,"Math",13.33,"Medium","Moderate",3
"GP","Female",17,"Urban","Large","Together","3","2","other","other","home","mother",1,"Medium","0","no","yes","yes","no","yes","yes","yes","yes","4","3","2","2","3","2",0,7,8,0,"Math",5,"Low","None",3.5
"GP","Female",18,"Urban","Small","Together","3","3","services","services","home","mother",1,"Very High","0","no","yes","no","no","yes","yes","yes","no","5","3","3","1","1","1",7,16,15,17,"Math",16,"High","Moderate",4
"GP","Female",17,"Rural","Large","Apart","3","2","other","other","home","mother",1,"Medium","0","no","yes","yes","no","yes","yes","yes","no","4","3","3","2","3","2",4,9,10,10,"Math",9.67,"Medium","Low",3.5
"GP","Female",19,"Urban","Large","Together","2","1","services","services","home","other",1,"High","1","no","no","yes","yes","yes","yes","yes","yes","4","3","4","1","3","3",4,11,12,11,"Math",11.33,"Medium","Low",2.5
"GP","Male",18,"Urban","Large","Together","4","4","teacher","services","home","father",1,"Medium","1","no","yes","no","yes","yes","yes","yes","no","4","3","3","2","2","2",0,10,10,0,"Math",6.67,"Low","None",5
"GP","Male",18,"Urban","Small","Together","3","4","services","other","home","mother",1,"Medium","0","no","no","no","yes","yes","yes","yes","yes","4","3","3","1","3","5",11,16,15,15,"Math",15.33,"High","Moderate",4.5
"GP","Female",17,"Urban","Large","Apart","2","2","at_home","at_home","home","father",1,"Medium","1","no","yes","no","no","yes","yes","yes","yes","3","3","1","1","2","4",0,9,8,0,"Math",5.67,"Low","None",3
"GP","Female",18,"Urban","Large","Together","2","3","at_home","other","course","mother",1,"High","0","no","yes","no","no","yes","yes","yes","no","4","3","3","1","2","3",4,11,10,10,"Math",10.33,"Medium","Low",3.5
"GP","Female",18,"Urban","Large","Together","3","2","other","services","other","mother",1,"High","0","no","no","no","no","yes","yes","yes","yes","5","4","3","2","3","1",7,13,13,14,"Math",13.33,"Medium","Moderate",3.5
"GP","Male",18,"Rural","Large","Together","4","3","teacher","services","course","mother",1,"High","0","no","no","no","no","yes","yes","yes","yes","5","3","2","1","2","4",9,16,15,16,"Math",15.67,"High","Moderate",4.5
"GP","Male",18,"Urban","Large","Together","4","3","teacher","other","course","mother",1,"High","0","no","yes","yes","no","yes","yes","yes","yes","5","4","5","2","3","5",0,10,10,9,"Math",9.67,"Low","None",4.5
"GP","Female",17,"Urban","Large","Together","4","3","health","other","reputation","mother",1,"High","0","no","yes","yes","yes","yes","yes","yes","yes","4","4","3","1","3","4",0,13,15,15,"Math",14.33,"High","None",4.5
"MS","Male",18,"Rural","Large","Together","3","2","other","other","course","mother",2,"Low","1","no","yes","no","no","no","yes","yes","no","2","5","5","5","5","5",10,11,13,13,"Math",12.33,"Medium","Moderate",3.5
"MS","Male",19,"Rural","Large","Together","1","1","other","services","home","other",3,"Medium","3","no","no","no","no","yes","yes","yes","no","5","4","4","3","3","2",8,8,7,8,"Math",7.67,"Low","Moderate",2
"MS","Male",17,"Urban","Large","Together","3","3","health","other","course","mother",2,"Medium","0","no","yes","yes","no","yes","yes","yes","no","4","5","4","2","3","3",2,13,13,13,"Math",13,"Medium","Low",4
"MS","Male",18,"Urban","Small","Together","1","3","at_home","services","course","mother",1,"Low","1","no","no","no","no","yes","no","yes","yes","4","3","3","2","3","3",7,8,7,8,"Math",7.67,"Low","Moderate",3
"MS","Male",19,"Rural","Large","Together","1","1","other","other","home","other",3,"Low","1","no","yes","no","no","yes","yes","yes","no","4","4","4","3","3","5",4,8,8,8,"Math",8,"Low","Low",2
"MS","Male",17,"Rural","Large","Together","4","3","services","other","home","mother",2,"Medium","0","no","yes","yes","yes","no","yes","yes","yes","4","5","5","1","3","2",4,13,11,11,"Math",11.67,"Medium","Low",4.5
"MS","Female",18,"Urban","Large","Together","3","3","services","services","course","father",1,"Medium","0","no","yes","no","no","yes","yes","no","yes","5","3","4","1","1","5",0,10,9,9,"Math",9.33,"Low","None",4
"MS","Female",17,"Rural","Large","Together","4","4","teacher","services","other","father",2,"Medium","0","no","yes","yes","yes","yes","yes","yes","no","4","3","3","1","2","5",4,12,13,13,"Math",12.67,"Medium","Low",5
"MS","Female",17,"Urban","Small","Apart","3","2","services","other","reputation","mother",2,"Medium","0","no","no","no","no","yes","yes","no","yes","1","2","3","1","2","5",2,12,12,11,"Math",11.67,"Medium","Low",3.5
"MS","Male",18,"Urban","Small","Together","1","1","other","services","home","father",2,"Low","0","no","no","no","no","no","yes","yes","yes","3","3","2","1","2","3",4,10,10,10,"Math",10,"Medium","Low",2
"MS","Female",18,"Urban","Small","Together","1","1","at_home","services","course","father",2,"High","0","no","no","no","no","yes","yes","yes","no","5","3","2","1","1","4",0,18,16,16,"Math",16.67,"High","None",2
"MS","Female",18,"Rural","Small","Apart","1","4","at_home","other","course","mother",3,"Medium","0","no","no","no","no","yes","yes","no","yes","4","3","4","1","4","5",0,13,13,13,"Math",13,"Medium","None",3.5
"MS","Male",18,"Rural","Small","Together","1","1","at_home","other","other","mother",2,"Medium","1","no","no","no","yes","no","no","no","no","4","4","3","2","3","5",2,13,12,12,"Math",12.33,"Medium","Low",2
"MS","Female",18,"Urban","Large","Together","3","3","services","services","other","mother",2,"Medium","0","no","yes","no","no","yes","yes","yes","yes","4","3","2","1","3","3",0,11,11,10,"Math",10.67,"Medium","None",4
"MS","Female",17,"Urban","Small","Together","4","4","at_home","at_home","course","mother",1,"Medium","0","no","yes","yes","yes","yes","yes","yes","yes","2","3","4","1","1","1",0,16,15,15,"Math",15.33,"High","None",5
"MS","Female",17,"Rural","Large","Together","1","2","other","services","course","father",2,"Medium","0","no","no","no","no","no","yes","no","no","3","2","2","1","2","3",0,12,11,12,"Math",11.67,"Medium","None",2.5
"MS","Male",18,"Rural","Large","Together","1","3","at_home","other","course","mother",2,"Medium","0","no","yes","yes","no","yes","yes","no","no","3","3","4","2","4","3",4,10,10,10,"Math",10,"Medium","Low",3
"MS","Male",18,"Urban","Small","Together","4","4","teacher","services","other","mother",2,"High","0","no","no","yes","no","yes","yes","yes","yes","4","2","2","2","2","5",0,13,13,13,"Math",13,"Medium","None",5
"MS","Female",17,"Rural","Large","Together","1","1","other","services","reputation","mother",3,"Low","1","no","yes","yes","no","yes","yes","yes","yes","5","2","1","1","2","1",0,7,6,0,"Math",4.33,"Low","None",2
"MS","Female",18,"Urban","Large","Together","2","3","at_home","services","course","father",2,"Low","0","no","yes","yes","no","yes","yes","yes","yes","5","2","3","1","2","4",0,11,10,10,"Math",10.33,"Medium","None",3.5
"MS","Female",18,"Rural","Large","Together","4","4","other","teacher","other","father",3,"Medium","0","no","yes","yes","no","no","yes","yes","yes","3","2","2","4","2","5",10,14,12,11,"Math",12.33,"Medium","Moderate",5
"MS","Female",19,"Urban","Small","Together","3","2","services","services","home","other",2,"Medium","2","no","no","no","yes","yes","yes","no","yes","3","2","2","1","1","3",4,7,7,9,"Math",7.67,"Low","Low",3.5
